$a,$b,$c,$d,$e,$f,$g,$h,$i,$j,$k,$l,$m,$n,$<1,$<2,$<3
lrr,mmt,1.39367468,90,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.533859697,0.1,6683.898974
lrr,mmt,1.39367468,90,80,1,1000,1740,2,1860,4096,10000,1000000,1000000,11.55310322,0.1,7284.400274
lrr,mmt,1.39367468,100,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778789361,0.089261171,5421.406667
lrr,mmt,1.39367468,100,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.541053915,0.100545285,5723.86967
lrr,mmt,1.39367468,100,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.533859697,0.1,6492.558182
lrr,mmt,1.39367468,100,80,1,1000,1740,2,1860,4096,10000,1000000,1000000,11.55310322,0.1,7009.183373
lrr,mmt,1.39367468,100,100,1,1000,1740,2,1860,4096,10000,1000000,1000000,14.0960338,0.099090649,7335.632308
lrr,mmt,1.39367468,20,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,7527.94
lrr,mmt,1.39367468,30,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,6555.693846
lrr,mmt,1.39367468,40,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,6123.584444
lrr,mmt,1.39367468,40,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205678882,0.1,8116.175294
lrr,mmt,1.39367468,50,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5879.348696
lrr,mmt,1.39367468,50,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205678882,0.1,7407.976364
lrr,mmt,1.39367468,60,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5722.34
lrr,mmt,1.39367468,60,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205678882,0.1,6962.073333
lrr,mmt,1.39367468,60,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,8227.94
lrr,mmt,1.39367468,70,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5612.909697
lrr,mmt,1.39367468,70,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205678882,0.1,6655.515
lrr,mmt,1.39367468,70,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,7689.966667
lrr,mmt,1.39367468,80,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5532.276842
lrr,mmt,1.39367468,80,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205678882,0.1,6431.81027
lrr,mmt,1.39367468,80,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,7305.7
lrr,mmt,1.39367468,80,80,1,1000,1740,2,2660,4096,10000,1000000,1000000,10.88195491,0.1,8058.24303
lrr,mmt,1.39367468,90,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5470.395814
lrr,mmt,1.39367468,90,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205678882,0.1,6261.368571
lrr,mmt,1.39367468,90,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,7017.5
lrr,mmt,1.39367468,90,80,1,1000,1740,2,2660,4096,10000,1000000,1000000,10.88195491,0.1,7655.855789
lrr,mmt,1.39367468,100,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5421.406667
lrr,mmt,1.39367468,100,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205678882,0.1,6127.191064
lrr,mmt,1.39367468,100,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,6793.344444
lrr,mmt,1.39367468,100,80,1,1000,1740,2,2660,4096,10000,1000000,1000000,10.88195491,0.1,7347.046977
lrr,mmt,1.39367468,100,100,1,1000,1740,2,2660,4096,10000,1000000,1000000,13.79672267,0.1,8220.711084
lrr,mmt,1.39367468,20,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,8263.234118
lrr,mmt,1.39367468,30,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,7054.665926
lrr,mmt,1.39367468,40,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,6499.377838
lrr,mmt,1.39367468,40,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,8209.758182
lrr,mmt,1.39367468,50,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,6180.382553
lrr,mmt,1.39367468,50,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,7463.326047
lrr,mmt,1.39367468,60,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5973.315439
lrr,mmt,1.39367468,60,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6998.566415
lrr,mmt,1.39367468,60,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,8191.205306
lrr,mmt,1.39367468,70,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5828.059403
lrr,mmt,1.39367468,70,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6681.349524
lrr,mmt,1.39367468,70,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,7650.34
lrr,mmt,1.39367468,80,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5720.532208
lrr,mmt,1.39367468,80,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6451.04137
lrr,mmt,1.39367468,80,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,7266.247246
lrr,mmt,1.39367468,80,80,1,1000,1740,4,3000,8192,10000,1000000,1000000,10.66923971,0.1,8104.863077
lrr,mmt,1.39367468,90,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5637.723908
lrr,mmt,1.39367468,90,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6276.229157
lrr,mmt,1.39367468,90,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,6979.393165
lrr,mmt,1.39367468,90,80,1,1000,1740,4,3000,8192,10000,1000000,1000000,10.66923971,0.1,7690.894667
lrr,mmt,1.39367468,100,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5571.989485
lrr,mmt,1.39367468,100,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6139.010968
lrr,mmt,1.39367468,100,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,6757.000674
lrr,mmt,1.39367468,100,80,1,1000,1740,4,3000,8192,10000,1000000,1000000,10.66923971,0.1,7374.330588
lrr,mmt,1.39367468,100,100,1,1000,1740,4,3000,8192,10000,1000000,1000000,13.43285772,0.1,8114.359753
lrr,mmt,1.39367468,20,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,8263.234118
lrr,mmt,1.39367468,30,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,7054.665926
lrr,mmt,1.39367468,40,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,6499.377838
lrr,mmt,1.39367468,40,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,8209.758182
lrr,mmt,1.39367468,50,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,6180.382553
lrr,mmt,1.39367468,50,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,7463.326047
lrr,mmt,1.39367468,60,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,5973.315439
lrr,mmt,1.39367468,60,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,6998.566415
lrr,mmt,1.39367468,60,60,1,1000,1740,4,4000,8192,10000,1000000,1000000,7.824592887,0.1,8089.16449
lrr,mmt,1.39367468,70,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,5828.059403
lrr,mmt,1.39367468,70,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,6681.349524
lrr,mmt,1.39367468,70,60,1,1000,1740,4,4000,8192,10000,1000000,1000000,7.824592887,0.1,7565.594237
lrr,mmt,1.39367468,80,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,5720.532208
lrr,mmt,1.39367468,80,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,6451.04137
lrr,mmt,1.39367468,80,60,1,1000,1740,4,4000,8192,10000,1000000,1000000,7.824592887,0.1,7193.783478
lrr,mmt,1.39367468,80,80,1,1000,1740,4,4000,8192,10000,1000000,1000000,10.55541825,0.1,8104.863077
lrr,mmt,1.39367468,90,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,5637.723908
lrr,mmt,1.39367468,90,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,6276.229157
lrr,mmt,1.39367468,90,60,1,1000,1740,4,4000,8192,10000,1000000,1000000,7.824592887,0.1,6916.102025
lrr,mmt,1.39367468,90,80,1,1000,1740,4,4000,8192,10000,1000000,1000000,10.55541825,0.1,7690.894667
lrr,mmt,1.39367468,100,20,1,1000,1740,4,4000,8192,10000,1000000,1000000,2.491594694,0.1,5571.989485
lrr,mmt,1.39367468,100,40,1,1000,1740,4,4000,8192,10000,1000000,1000000,5.21957712,0.1,6139.010968
lrr,mmt,1.39367468,100,60,1,1000,1740,4,4000,8192,10000,1000000,1000000,7.824592887,0.1,6700.820899
lrr,mmt,1.39367468,100,80,1,1000,1740,4,4000,8192,10000,1000000,1000000,10.55541825,0.1,7374.330588
lrr,mmt,1.39367468,100,100,1,1000,1740,4,4000,8192,10000,1000000,1000000,13.28942663,0.1,8259.647317
lrr,mmt,1.39367468,20,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,8245.202118
lrr,mmt,1.39367468,30,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,7043.312444
lrr,mmt,1.39367468,40,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,6491.092865
lrr,mmt,1.39367468,40,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,7888.695879
lrr,mmt,1.39367468,50,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,6173.86034
lrr,mmt,1.39367468,50,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,7216.929395
lrr,mmt,1.39367468,60,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,5967.937474
lrr,mmt,1.39367468,60,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,6798.659698
lrr,mmt,1.39367468,60,60,1,500,613,2,1860,4096,10000,1000000,1000000,7.970536723,0.1,7969.091673
lrr,mmt,1.39367468,70,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,5823.484119
lrr,mmt,1.39367468,70,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,6513.174032
lrr,mmt,1.39367468,70,60,1,500,613,2,1860,4096,10000,1000000,1000000,7.970536723,0.1,7465.872746
lrr,mmt,1.39367468,80,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,5716.551117
lrr,mmt,1.39367468,80,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,6305.903616
lrr,mmt,1.39367468,80,60,1,500,613,2,1860,4096,10000,1000000,1000000,7.970536723,0.1,7108.514377
lrr,mmt,1.39367468,80,80,1,500,613,2,1860,4096,10000,1000000,1000000,10.67386127,0.1,7932.984923
lrr,mmt,1.39367468,90,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,5634.200414
lrr,mmt,1.39367468,90,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,6148.57788
lrr,mmt,1.39367468,90,60,1,500,613,2,1860,4096,10000,1000000,1000000,7.970536723,0.1,6841.626481
lrr,mmt,1.39367468,90,80,1,500,613,2,1860,4096,10000,1000000,1000000,10.67386127,0.1,7541.9336
lrr,mmt,1.39367468,100,20,1,500,613,2,1860,4096,10000,1000000,1000000,2.583591757,0.1,5568.829237
lrr,mmt,1.39367468,100,40,1,500,613,2,1860,4096,10000,1000000,1000000,5.162133606,0.1,6025.085634
lrr,mmt,1.39367468,100,60,1,500,613,2,1860,4096,10000,1000000,1000000,7.970536723,0.1,6634.713393
lrr,mmt,1.39367468,100,80,1,500,613,2,1860,4096,10000,1000000,1000000,10.67386127,0.1,7242.894353
lrr,mmt,1.39367468,100,100,1,500,613,2,1860,4096,10000,1000000,1000000,13.2647722,0.1,7997.712878
lrr,mmt,1.39367468,20,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,8245.202118
lrr,mmt,1.39367468,30,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,7043.312444
lrr,mmt,1.39367468,40,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,6491.092865
lrr,mmt,1.39367468,40,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,8191.726182
lrr,mmt,1.39367468,50,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,6173.86034
lrr,mmt,1.39367468,50,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,7449.487535
lrr,mmt,1.39367468,60,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,5967.937474
lrr,mmt,1.39367468,60,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,6987.338943
lrr,mmt,1.39367468,60,60,1,500,613,2,2660,4096,10000,1000000,1000000,8.165104118,0.1,8030.741333
lrr,mmt,1.39367468,70,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,5823.484119
lrr,mmt,1.39367468,70,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,6671.90419
lrr,mmt,1.39367468,70,60,1,500,613,2,2660,4096,10000,1000000,1000000,8.165104118,0.1,7508.216966
lrr,mmt,1.39367468,80,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,5716.551117
lrr,mmt,1.39367468,80,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,6442.889918
lrr,mmt,1.39367468,80,60,1,500,613,2,2660,4096,10000,1000000,1000000,8.165104118,0.1,7139.376235
lrr,mmt,1.39367468,80,80,1,500,613,2,2660,4096,10000,1000000,1000000,10.69181801,0.1,8086.831077
lrr,mmt,1.39367468,90,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,5634.200414
lrr,mmt,1.39367468,90,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,6269.059807
lrr,mmt,1.39367468,90,60,1,500,613,2,2660,4096,10000,1000000,1000000,8.165104118,0.1,6865.110051
lrr,mmt,1.39367468,90,80,1,500,613,2,2660,4096,10000,1000000,1000000,10.69181801,0.1,7675.266933
lrr,mmt,1.39367468,100,20,1,500,613,2,2660,4096,10000,1000000,1000000,2.527373142,0.1,5568.829237
lrr,mmt,1.39367468,100,40,1,500,613,2,2660,4096,10000,1000000,1000000,5.288645938,0.1,6132.612516
lrr,mmt,1.39367468,100,60,1,500,613,2,2660,4096,10000,1000000,1000000,8.165104118,0.1,6653.177091
lrr,mmt,1.39367468,100,80,1,500,613,2,2660,4096,10000,1000000,1000000,10.69181801,0.1,7360.541412
lrr,mmt,1.39367468,100,100,1,500,613,2,2660,4096,10000,1000000,1000000,13.46277462,0.1,8096.327753
lrr,mmt,1.39367468,20,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,8245.202118
lrr,mmt,1.39367468,30,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,7043.312444
lrr,mmt,1.39367468,40,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,6491.092865
lrr,mmt,1.39367468,40,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,8191.726182
lrr,mmt,1.39367468,50,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,6173.86034
lrr,mmt,1.39367468,50,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,7449.487535
lrr,mmt,1.39367468,60,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,5967.937474
lrr,mmt,1.39367468,60,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,6987.338943
lrr,mmt,1.39367468,60,60,1,500,613,4,3000,8192,10000,1000000,1000000,7.951944052,0.1,8030.741333
lrr,mmt,1.39367468,70,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,5823.484119
lrr,mmt,1.39367468,70,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,6671.90419
lrr,mmt,1.39367468,70,60,1,500,613,4,3000,8192,10000,1000000,1000000,7.951944052,0.1,7508.216966
lrr,mmt,1.39367468,80,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,5716.551117
lrr,mmt,1.39367468,80,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,6442.889918
lrr,mmt,1.39367468,80,60,1,500,613,4,3000,8192,10000,1000000,1000000,7.951944052,0.1,7139.376235
lrr,mmt,1.39367468,80,80,1,500,613,4,3000,8192,10000,1000000,1000000,10.40563353,0.1,8086.831077
lrr,mmt,1.39367468,90,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,5634.200414
lrr,mmt,1.39367468,90,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,6269.059807
lrr,mmt,1.39367468,90,60,1,500,613,4,3000,8192,10000,1000000,1000000,7.951944052,0.1,6865.110051
lrr,mmt,1.39367468,90,80,1,500,613,4,3000,8192,10000,1000000,1000000,10.40563353,0.1,7675.266933
lrr,mmt,1.39367468,100,20,1,500,613,4,3000,8192,10000,1000000,1000000,2.453547886,0.1,5568.829237
lrr,mmt,1.39367468,100,40,1,500,613,4,3000,8192,10000,1000000,1000000,5.144171131,0.1,6132.612516
lrr,mmt,1.39367468,100,60,1,500,613,4,3000,8192,10000,1000000,1000000,7.951944052,0.1,6653.177091
lrr,mmt,1.39367468,100,80,1,500,613,4,3000,8192,10000,1000000,1000000,10.40563353,0.1,7360.541412
lrr,mmt,1.39367468,100,100,1,500,613,4,3000,8192,10000,1000000,1000000,13.10022201,0.1,8096.327753
lrr,mmt,1.39367468,20,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,8245.202118
lrr,mmt,1.39367468,30,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,7043.312444
lrr,mmt,1.39367468,40,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,6491.092865
lrr,mmt,1.39367468,40,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,8191.726182
lrr,mmt,1.39367468,50,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,6173.86034
lrr,mmt,1.39367468,50,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,7449.487535
lrr,mmt,1.39367468,60,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,5967.937474
lrr,mmt,1.39367468,60,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6987.338943
lrr,mmt,1.39367468,60,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252,0.1,8030.741333
lrr,mmt,1.39367468,70,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,5823.484119
lrr,mmt,1.39367468,70,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6671.90419
lrr,mmt,1.39367468,70,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252,0.1,7508.216966
lrr,mmt,1.39367468,80,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,5716.551117
lrr,mmt,1.39367468,80,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6442.889918
lrr,mmt,1.39367468,80,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252,0.1,7139.376235
lrr,mmt,1.39367468,80,80,1,500,613,4,4000,8192,10000,1000000,1000000,10.34739639,0.1,8086.831077
lrr,mmt,1.39367468,90,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,5634.200414
lrr,mmt,1.39367468,90,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6269.059807
lrr,mmt,1.39367468,90,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252,0.1,6865.110051
lrr,mmt,1.39367468,90,80,1,500,613,4,4000,8192,10000,1000000,1000000,10.34739639,0.1,7675.266933
lrr,mmt,1.39367468,100,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,5568.829237
lrr,mmt,1.39367468,100,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6132.612516
lrr,mmt,1.39367468,100,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252,0.1,6653.177091
lrr,mmt,1.39367468,100,80,1,500,613,4,4000,8192,10000,1000000,1000000,10.34739639,0.1,7360.541412
lrr,mmt,1.39367468,100,100,1,500,613,4,4000,8192,10000,1000000,1000000,13.02650779,0.1,8096.327753
lrr,mu,1.39367468,20,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.744809091,0.142214673,6937.096923
lrr,mu,1.39367468,30,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.744809091,0.142214673,6094.924348
lrr,mu,1.39367468,40,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.744809091,0.142214673,5763.159394
lrr,mu,1.39367468,40,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.718531627,0.116143059,6937.096923
lrr,mu,1.39367468,50,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.744809091,0.142214673,5585.703721
lrr,mu,1.39367468,50,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.718531627,0.116143059,6399.042222
lrr,mu,1.39367468,60,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.744809091,0.142214673,5475.212453
lrr,mu,1.39367468,60,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.718531627,0.116143059,6094.924348
lrr,mu,1.39367468,60,60,1,2500,870,2,2660,4096,10000,1000000,1000000,11.52851993,0.116903279,7339.596744
lrr,mu,1.39367468,70,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.744809091,0.142214673,5399.797778
lrr,mu,1.39367468,70,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.718531627,0.116143059,5899.42
lrr,mu,1.39367468,70,60,1,2500,870,2,2660,4096,10000,1000000,1000000,11.52851993,0.116903279,6898.182264
lrr,mu,1.39367468,80,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.744809091,0.142214673,5345.044658
lrr,mu,1.39367468,80,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.718531627,0.116143059,5763.159394
lrr,mu,1.39367468,80,60,1,2500,870,2,2660,4096,10000,1000000,1000000,11.52851993,0.116903279,6596.899365
lrr,mu,1.39367468,80,80,1,2500,870,2,2660,4096,10000,1000000,1000000,15.02759887,0.121625638,6773.277407
lrr,mu,1.39367468,90,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.744809091,0.142214673,5303.48506
lrr,mu,1.39367468,90,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.718531627,0.116143059,5662.756842
lrr,mu,1.39367468,90,60,1,2500,870,2,2660,4096,10000,1000000,1000000,11.52851993,0.116903279,6378.159726
lrr,mu,1.39367468,90,80,1,2500,870,2,2660,4096,10000,1000000,1000000,15.02759887,0.121625638,6496.218437
lrr,mu,1.39367468,100,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.744809091,0.142214673,5270.863011
lrr,mu,1.39367468,100,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.718531627,0.116143059,5585.703721
lrr,mu,1.39367468,100,60,1,2500,870,2,2660,4096,10000,1000000,1000000,11.52851993,0.116903279,6212.128434
lrr,mu,1.39367468,100,80,1,2500,870,2,2660,4096,10000,1000000,1000000,15.02759887,0.121625638,6294.04027
lrr,mu,1.39367468,100,100,1,2500,870,2,2660,4096,10000,1000000,1000000,18.8074699,0.114401625,6475.556923
lrr,mu,1.39367468,20,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687270128,0.1,7514.02
lrr,mu,1.39367468,30,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687270128,0.1,6547.127692
lrr,mu,1.39367468,40,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687270128,0.1,6117.397778
lrr,mu,1.39367468,40,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,7892.807879
lrr,mu,1.39367468,50,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687270128,0.1,5874.506957
lrr,mu,1.39367468,50,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,7220.085116
lrr,mu,1.39367468,60,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687270128,0.1,5718.362857
lrr,mu,1.39367468,60,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,6801.22
lrr,mu,1.39367468,60,60,1,2500,870,4,3000,8192,10000,1000000,1000000,8.274647649,0.1,8214.02
lrr,mu,1.39367468,70,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687270128,0.1,5609.535152
lrr,mu,1.39367468,70,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,6515.327937
lrr,mu,1.39367468,70,60,1,2500,870,4,3000,8192,10000,1000000,1000000,8.274647649,0.1,7678.366667
lrr,mu,1.39367468,80,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687270128,0.1,5529.346316
lrr,mu,1.39367468,80,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,6307.762466
lrr,mu,1.39367468,80,60,1,2500,870,4,3000,8192,10000,1000000,1000000,8.274647649,0.1,7295.757143
lrr,mu,1.39367468,80,80,1,2500,870,4,3000,8192,10000,1000000,1000000,11.20456805,0.1,8195.838182
lrr,mu,1.39367468,90,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687270128,0.1,5467.806047
lrr,mu,1.39367468,90,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,6150.212771
lrr,mu,1.39367468,90,60,1,2500,870,4,3000,8192,10000,1000000,1000000,8.274647649,0.1,7008.8
lrr,mu,1.39367468,90,80,1,2500,870,4,3000,8192,10000,1000000,1000000,11.20456805,0.1,7775.346316
lrr,mu,1.39367468,100,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687270128,0.1,5419.086667
lrr,mu,1.39367468,100,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,6026.544731
lrr,mu,1.39367468,100,60,1,2500,870,4,3000,8192,10000,1000000,1000000,8.274647649,0.1,6785.611111
lrr,mu,1.39367468,100,80,1,2500,870,4,3000,8192,10000,1000000,1000000,11.20456805,0.1,7452.643256
lrr,mu,1.39367468,100,100,1,2500,870,4,3000,8192,10000,1000000,1000000,13.89967786,0.1,8062.800488
