$a,$b,$c,$d,$e,$f,$g,$h,$i,$j,$k,$l,$m,$n,$<1,$<2,$<3
iqr,mc,1.39367468,80,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252,0.1,7139.376235
iqr,mc,1.39367468,80,80,1,500,613,4,4000,8192,10000,1000000,1000000,10.34739639,0.1,8086.831077
iqr,mc,1.39367468,90,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,5634.200414
iqr,mc,1.39367468,90,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6269.059807
iqr,mc,1.39367468,90,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252,0.1,6865.110051
iqr,mc,1.39367468,90,80,1,500,613,4,4000,8192,10000,1000000,1000000,10.34739639,0.1,7675.266933
iqr,mc,1.39367468,100,20,1,500,613,4,4000,8192,10000,1000000,1000000,2.438745367,0.1,5568.829237
iqr,mc,1.39367468,100,40,1,500,613,4,4000,8192,10000,1000000,1000000,5.11481554,0.1,6132.612516
iqr,mc,1.39367468,100,60,1,500,613,4,4000,8192,10000,1000000,1000000,7.908597252,0.1,6653.177091
iqr,mc,1.39367468,100,80,1,500,613,4,4000,8192,10000,1000000,1000000,10.34739639,0.1,7360.541412
iqr,mc,1.39367468,100,100,1,500,613,4,4000,8192,10000,1000000,1000000,13.02650779,0.1,8096.327753
iqr,mmt,1.39367468,20,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.865568008,0.12671086,6937.096923
iqr,mmt,1.39367468,30,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.865568008,0.12671086,6094.924348
iqr,mmt,1.39367468,40,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.865568008,0.12671086,5763.159394
iqr,mmt,1.39367468,40,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.59913112,0.115944357,6414.02
iqr,mmt,1.39367468,50,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.865568008,0.12671086,5585.703721
iqr,mmt,1.39367468,50,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.59913112,0.115944357,6010.042857
iqr,mmt,1.39367468,60,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.865568008,0.12671086,5475.212453
iqr,mmt,1.39367468,60,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.59913112,0.115944357,5785.611111
iqr,mmt,1.39367468,60,60,1,2500,870,2,2660,4096,10000,1000000,1000000,11.30729137,0.112011527,6764.0175
iqr,mmt,1.39367468,70,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.865568008,0.12671086,5399.797778
iqr,mmt,1.39367468,70,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.59913112,0.115944357,5642.790909
iqr,mmt,1.39367468,70,60,1,2500,870,2,2660,4096,10000,1000000,1000000,11.30729137,0.112011527,6411.234
iqr,mmt,1.39367468,80,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.865568008,0.12671086,5345.044658
iqr,mmt,1.39367468,80,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.59913112,0.115944357,5543.915385
iqr,mmt,1.39367468,80,60,1,2500,870,2,2660,4096,10000,1000000,1000000,11.30729137,0.112011527,6176.045
iqr,mmt,1.39367468,80,80,1,2500,870,2,2660,4096,10000,1000000,1000000,14.81185849,0.10714194,6214.02
iqr,mmt,1.39367468,90,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.865568008,0.12671086,5303.48506
iqr,mmt,1.39367468,90,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.59913112,0.115944357,5471.406667
iqr,mmt,1.39367468,90,60,1,2500,870,2,2660,4096,10000,1000000,1000000,11.30729137,0.112011527,6008.052857
iqr,mmt,1.39367468,90,80,1,2500,870,2,2660,4096,10000,1000000,1000000,14.81185849,0.10714194,6011.7
iqr,mmt,1.39367468,100,20,1,2500,870,2,2660,4096,10000,1000000,1000000,3.865568008,0.12671086,5270.863011
iqr,mmt,1.39367468,100,40,1,2500,870,2,2660,4096,10000,1000000,1000000,7.59913112,0.115944357,5415.958824
iqr,mmt,1.39367468,100,60,1,2500,870,2,2660,4096,10000,1000000,1000000,11.30729137,0.112011527,5882.05875
iqr,mmt,1.39367468,100,80,1,2500,870,2,2660,4096,10000,1000000,1000000,14.81185849,0.10714194,5867.185714
iqr,mmt,1.39367468,100,100,1,2500,870,2,2660,4096,10000,1000000,1000000,18.82702405,0.107364523,6167.863077
iqr,mmt,1.39367468,20,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687270711,0.1,7514.02
iqr,mmt,1.39367468,30,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687270711,0.1,6547.127692
iqr,mmt,1.39367468,40,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687270711,0.1,6117.397778
iqr,mmt,1.39367468,40,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,7892.807879
iqr,mmt,1.39367468,50,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687270711,0.1,5874.506957
iqr,mmt,1.39367468,50,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,7220.085116
iqr,mmt,1.39367468,60,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687270711,0.1,5718.362857
iqr,mmt,1.39367468,60,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,6801.22
iqr,mmt,1.39367468,60,60,1,2500,870,4,3000,8192,10000,1000000,1000000,8.274647649,0.1,8214.02
iqr,mmt,1.39367468,70,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687270711,0.1,5609.535152
iqr,mmt,1.39367468,70,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,6515.327937
iqr,mmt,1.39367468,70,60,1,2500,870,4,3000,8192,10000,1000000,1000000,8.274647649,0.1,7678.366667
iqr,mmt,1.39367468,80,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687270711,0.1,5529.346316
iqr,mmt,1.39367468,80,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,6307.762466
iqr,mmt,1.39367468,80,60,1,2500,870,4,3000,8192,10000,1000000,1000000,8.274647649,0.1,7295.757143
iqr,mmt,1.39367468,80,80,1,2500,870,4,3000,8192,10000,1000000,1000000,11.20455966,0.1,8014.02
iqr,mmt,1.39367468,90,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687270711,0.1,5467.806047
iqr,mmt,1.39367468,90,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,6150.212771
iqr,mmt,1.39367468,90,60,1,2500,870,4,3000,8192,10000,1000000,1000000,8.274647649,0.1,7008.8
iqr,mmt,1.39367468,90,80,1,2500,870,4,3000,8192,10000,1000000,1000000,11.20455966,0.1,7612.164
iqr,mmt,1.39367468,100,20,1,2500,870,4,3000,8192,10000,1000000,1000000,2.687270711,0.1,5419.086667
iqr,mmt,1.39367468,100,40,1,2500,870,4,3000,8192,10000,1000000,1000000,5.366149482,0.1,6026.544731
iqr,mmt,1.39367468,100,60,1,2500,870,4,3000,8192,10000,1000000,1000000,8.274647649,0.1,6785.611111
iqr,mmt,1.39367468,100,80,1,2500,870,4,3000,8192,10000,1000000,1000000,11.20455966,0.1,7304.862353
iqr,mmt,1.39367468,100,100,1,2500,870,4,3000,8192,10000,1000000,1000000,13.89967809,0.1,8062.800488
iqr,mmt,1.39367468,20,20,1,2500,870,4,4000,8192,10000,1000000,1000000,2.616114022,0.1,8249.314118
iqr,mmt,1.39367468,30,20,1,2500,870,4,4000,8192,10000,1000000,1000000,2.616114022,0.1,7045.901481
iqr,mmt,1.39367468,40,20,1,2500,870,4,4000,8192,10000,1000000,1000000,2.616114022,0.1,6492.982162
iqr,mmt,1.39367468,40,40,1,2500,870,4,4000,8192,10000,1000000,1000000,5.225962846,0.1,7892.807879
iqr,mmt,1.39367468,50,20,1,2500,870,4,4000,8192,10000,1000000,1000000,2.616114022,0.1,6175.34766
iqr,mmt,1.39367468,50,40,1,2500,870,4,4000,8192,10000,1000000,1000000,5.225962846,0.1,7220.085116
iqr,mmt,1.39367468,60,20,1,2500,870,4,4000,8192,10000,1000000,1000000,2.616114022,0.1,5969.16386
iqr,mmt,1.39367468,60,40,1,2500,870,4,4000,8192,10000,1000000,1000000,5.225962846,0.1,6801.22
iqr,mmt,1.39367468,60,60,1,2500,870,4,4000,8192,10000,1000000,1000000,8.303731857,0.1,8177.285306
iqr,mmt,1.39367468,70,20,1,2500,870,4,4000,8192,10000,1000000,1000000,2.616114022,0.1,5824.527463
iqr,mmt,1.39367468,70,40,1,2500,870,4,4000,8192,10000,1000000,1000000,5.225962846,0.1,6515.327937
iqr,mmt,1.39367468,70,60,1,2500,870,4,4000,8192,10000,1000000,1000000,8.303731857,0.1,7638.779322
iqr,mmt,1.39367468,80,20,1,2500,870,4,4000,8192,10000,1000000,1000000,2.616114022,0.1,5717.458961
iqr,mmt,1.39367468,80,40,1,2500,870,4,4000,8192,10000,1000000,1000000,5.225962846,0.1,6307.762466
iqr,mmt,1.39367468,80,60,1,2500,870,4,4000,8192,10000,1000000,1000000,8.303731857,0.1,7256.362029
iqr,mmt,1.39367468,80,80,1,2500,870,4,4000,8192,10000,1000000,1000000,11.04088359,0.1,8090.943077
iqr,mmt,1.39367468,90,20,1,2500,870,4,4000,8192,10000,1000000,1000000,2.616114022,0.1,5635.003908
iqr,mmt,1.39367468,90,40,1,2500,870,4,4000,8192,10000,1000000,1000000,5.225962846,0.1,6150.212771
iqr,mmt,1.39367468,90,60,1,2500,870,4,4000,8192,10000,1000000,1000000,8.303731857,0.1,6970.759241
iqr,mmt,1.39367468,90,80,1,2500,870,4,4000,8192,10000,1000000,1000000,11.04088359,0.1,7678.830667
iqr,mmt,1.39367468,100,20,1,2500,870,4,4000,8192,10000,1000000,1000000,2.616114022,0.1,5569.549897
iqr,mmt,1.39367468,100,40,1,2500,870,4,4000,8192,10000,1000000,1000000,5.225962846,0.1,6026.544731
iqr,mmt,1.39367468,100,60,1,2500,870,4,4000,8192,10000,1000000,1000000,8.303731857,0.1,6749.336854
iqr,mmt,1.39367468,100,80,1,2500,870,4,4000,8192,10000,1000000,1000000,11.04088359,0.1,7363.685882
iqr,mmt,1.39367468,100,100,1,2500,870,4,4000,8192,10000,1000000,1000000,13.66499079,0.1,8123.776098
iqr,mmt,1.39367468,20,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.284612637,0.095702473,6813.654286
iqr,mmt,1.39367468,30,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.284612637,0.095702473,6058.006667
iqr,mmt,1.39367468,40,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.284612637,0.095702473,5746.857647
iqr,mmt,1.39367468,40,40,1,2000,1740,2,2660,4096,10000,1000000,1000000,6.661438961,0.10021887,6277.936429
iqr,mmt,1.39367468,50,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.284612637,0.095702473,5577.14
iqr,mmt,1.39367468,50,40,1,2000,1740,2,2660,4096,10000,1000000,1000000,6.661438961,0.10021887,5941.663684
iqr,mmt,1.39367468,60,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.284612637,0.095702473,5470.280741
iqr,mmt,1.39367468,60,40,1,2000,1740,2,2660,4096,10000,1000000,1000000,6.661438961,0.10021887,5745.504583
iqr,mmt,1.39367468,60,60,1,2000,1740,2,2660,4096,10000,1000000,1000000,9.907251244,0.093805919,6959.755909
iqr,mmt,1.39367468,70,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.284612637,0.095702473,5396.815
iqr,mmt,1.39367468,70,40,1,2000,1740,2,2660,4096,10000,1000000,1000000,6.661438961,0.10021887,5616.986552
iqr,mmt,1.39367468,70,60,1,2000,1740,2,2660,4096,10000,1000000,1000000,9.907251244,0.093805919,6596.856667
iqr,mmt,1.39367468,80,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.284612637,0.095702473,5343.204865
iqr,mmt,1.39367468,80,40,1,2000,1740,2,2660,4096,10000,1000000,1000000,6.661438961,0.10021887,5526.267941
iqr,mmt,1.39367468,80,60,1,2000,1740,2,2660,4096,10000,1000000,1000000,9.907251244,0.093805919,6347.363437
iqr,mmt,1.39367468,80,80,1,2000,1740,2,2660,4096,10000,1000000,1000000,12.94047474,0.096191463,6482.485455
iqr,mmt,1.39367468,90,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.284612637,0.095702473,5302.359048
iqr,mmt,1.39367468,90,40,1,2000,1740,2,2660,4096,10000,1000000,1000000,6.661438961,0.10021887,5458.810513
iqr,mmt,1.39367468,90,60,1,2000,1740,2,2660,4096,10000,1000000,1000000,9.907251244,0.093805919,6165.300811
iqr,mmt,1.39367468,90,80,1,2000,1740,2,2660,4096,10000,1000000,1000000,12.94047474,0.096191463,6254.426154
iqr,mmt,1.39367468,100,20,1,2000,1740,2,2660,4096,10000,1000000,1000000,3.284612637,0.095702473,5270.20383
iqr,mmt,1.39367468,100,40,1,2000,1740,2,2660,4096,10000,1000000,1000000,6.661438961,0.10021887,5406.684318
iqr,mmt,1.39367468,100,60,1,2000,1740,2,2660,4096,10000,1000000,1000000,9.907251244,0.093805919,6026.586429
iqr,mmt,1.39367468,100,80,1,2000,1740,2,2660,4096,10000,1000000,1000000,12.94047474,0.096191463,6087.182667
iqr,mmt,1.39367468,100,100,1,2000,1740,2,2660,4096,10000,1000000,1000000,16.47448168,0.103301649,6498.528235
iqr,mmt,1.39367468,20,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299716,0.1,7527.94
iqr,mmt,1.39367468,30,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299716,0.1,6555.693846
iqr,mmt,1.39367468,40,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299716,0.1,6123.584444
iqr,mmt,1.39367468,40,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,8209.758182
iqr,mmt,1.39367468,50,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299716,0.1,5879.348696
iqr,mmt,1.39367468,50,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,7463.326047
iqr,mmt,1.39367468,60,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299716,0.1,5722.34
iqr,mmt,1.39367468,60,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,6998.566415
iqr,mmt,1.39367468,60,60,1,2000,1740,4,3000,8192,10000,1000000,1000000,8.247913176,0.1,8089.16449
iqr,mmt,1.39367468,70,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299716,0.1,5612.909697
iqr,mmt,1.39367468,70,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,6681.349524
iqr,mmt,1.39367468,70,60,1,2000,1740,4,3000,8192,10000,1000000,1000000,8.247913176,0.1,7565.594237
iqr,mmt,1.39367468,80,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299716,0.1,5532.276842
iqr,mmt,1.39367468,80,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,6451.04137
iqr,mmt,1.39367468,80,60,1,2000,1740,4,3000,8192,10000,1000000,1000000,8.247913176,0.1,7193.783478
iqr,mmt,1.39367468,80,80,1,2000,1740,4,3000,8192,10000,1000000,1000000,11.00380944,0.1,8027.94
iqr,mmt,1.39367468,90,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299716,0.1,5470.395814
iqr,mmt,1.39367468,90,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,6276.229157
iqr,mmt,1.39367468,90,60,1,2000,1740,4,3000,8192,10000,1000000,1000000,8.247913176,0.1,6916.102025
iqr,mmt,1.39367468,90,80,1,2000,1740,4,3000,8192,10000,1000000,1000000,11.00380944,0.1,7624.228
iqr,mmt,1.39367468,100,20,1,2000,1740,4,3000,8192,10000,1000000,1000000,2.637299716,0.1,5421.406667
iqr,mmt,1.39367468,100,40,1,2000,1740,4,3000,8192,10000,1000000,1000000,5.507022393,0.1,6139.010968
iqr,mmt,1.39367468,100,60,1,2000,1740,4,3000,8192,10000,1000000,1000000,8.247913176,0.1,6700.820899
iqr,mmt,1.39367468,100,80,1,2000,1740,4,3000,8192,10000,1000000,1000000,11.00380944,0.1,7315.507059
iqr,mmt,1.39367468,100,100,1,2000,1740,4,3000,8192,10000,1000000,1000000,13.65005126,0.1,8220.711084
iqr,mmt,1.39367468,20,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,8263.234118
iqr,mmt,1.39367468,30,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,7054.665926
iqr,mmt,1.39367468,40,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,6499.377838
iqr,mmt,1.39367468,40,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,7906.727879
iqr,mmt,1.39367468,50,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,6180.382553
iqr,mmt,1.39367468,50,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,7230.767907
iqr,mmt,1.39367468,60,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,5973.315439
iqr,mmt,1.39367468,60,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,6809.88717
iqr,mmt,1.39367468,60,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,7987.123673
iqr,mmt,1.39367468,70,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,5828.059403
iqr,mmt,1.39367468,70,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,6522.619365
iqr,mmt,1.39367468,70,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,7480.848475
iqr,mmt,1.39367468,80,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,5720.532208
iqr,mmt,1.39367468,80,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,6314.055068
iqr,mmt,1.39367468,80,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,7121.31971
iqr,mmt,1.39367468,80,80,1,2000,1740,4,4000,8192,10000,1000000,1000000,10.53934918,0.1,8058.24303
iqr,mmt,1.39367468,90,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,5637.723908
iqr,mmt,1.39367468,90,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,6155.747229
iqr,mmt,1.39367468,90,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,6852.810886
iqr,mmt,1.39367468,90,80,1,2000,1740,4,4000,8192,10000,1000000,1000000,10.53934918,0.1,7655.855789
iqr,mmt,1.39367468,100,20,1,2000,1740,4,4000,8192,10000,1000000,1000000,2.579390743,0.1,5571.989485
iqr,mmt,1.39367468,100,40,1,2000,1740,4,4000,8192,10000,1000000,1000000,5.153209912,0.1,6031.484086
iqr,mmt,1.39367468,100,60,1,2000,1740,4,4000,8192,10000,1000000,1000000,7.95776398,0.1,6644.641124
iqr,mmt,1.39367468,100,80,1,2000,1740,4,4000,8192,10000,1000000,1000000,10.53934918,0.1,7347.046977
iqr,mmt,1.39367468,100,100,1,2000,1740,4,4000,8192,10000,1000000,1000000,13.12353537,0.1,8100.229157
iqr,mmt,1.39367468,20,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778789361,0.089261171,7527.94
iqr,mmt,1.39367468,30,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778789361,0.089261171,6555.693846
iqr,mmt,1.39367468,40,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778789361,0.089261171,6123.584444
iqr,mmt,1.39367468,40,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.541053915,0.100545285,7124.714194
iqr,mmt,1.39367468,50,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778789361,0.089261171,5879.348696
iqr,mmt,1.39367468,50,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.541053915,0.100545285,6606.51561
iqr,mmt,1.39367468,60,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778789361,0.089261171,5722.34
iqr,mmt,1.39367468,60,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.541053915,0.100545285,6291.532157
iqr,mmt,1.39367468,60,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.533859697,0.1,7736.273333
iqr,mmt,1.39367468,70,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778789361,0.089261171,5612.909697
iqr,mmt,1.39367468,70,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.541053915,0.100545285,6079.821967
iqr,mmt,1.39367468,70,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.533859697,0.1,7264.51931
iqr,mmt,1.39367468,80,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778789361,0.089261171,5532.276842
iqr,mmt,1.39367468,80,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.541053915,0.100545285,5927.748451
iqr,mmt,1.39367468,80,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.533859697,0.1,6931.516471
iqr,mmt,1.39367468,80,80,1,1000,1740,2,1860,4096,10000,1000000,1000000,11.55310322,0.1,7646.987619
iqr,mmt,1.39367468,90,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778789361,0.089261171,5470.395814
iqr,mmt,1.39367468,90,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.541053915,0.100545285,5813.223951
iqr,mmt,1.39367468,90,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.533859697,0.1,6683.898974
iqr,mmt,1.39367468,90,80,1,1000,1740,2,1860,4096,10000,1000000,1000000,11.55310322,0.1,7284.400274
iqr,mmt,1.39367468,100,20,1,1000,1740,2,1860,4096,10000,1000000,1000000,2.778789361,0.089261171,5421.406667
iqr,mmt,1.39367468,100,40,1,1000,1740,2,1860,4096,10000,1000000,1000000,5.541053915,0.100545285,5723.86967
iqr,mmt,1.39367468,100,60,1,1000,1740,2,1860,4096,10000,1000000,1000000,8.533859697,0.1,6492.558182
iqr,mmt,1.39367468,100,80,1,1000,1740,2,1860,4096,10000,1000000,1000000,11.55310322,0.1,7009.183373
iqr,mmt,1.39367468,100,100,1,1000,1740,2,1860,4096,10000,1000000,1000000,14.0960338,0.099090649,7335.632308
iqr,mmt,1.39367468,20,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,7527.94
iqr,mmt,1.39367468,30,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,6555.693846
iqr,mmt,1.39367468,40,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,6123.584444
iqr,mmt,1.39367468,40,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205678882,0.1,8116.175294
iqr,mmt,1.39367468,50,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5879.348696
iqr,mmt,1.39367468,50,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205678882,0.1,7407.976364
iqr,mmt,1.39367468,60,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5722.34
iqr,mmt,1.39367468,60,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205678882,0.1,6962.073333
iqr,mmt,1.39367468,60,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,8227.94
iqr,mmt,1.39367468,70,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5612.909697
iqr,mmt,1.39367468,70,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205678882,0.1,6655.515
iqr,mmt,1.39367468,70,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,7689.966667
iqr,mmt,1.39367468,80,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5532.276842
iqr,mmt,1.39367468,80,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205678882,0.1,6431.81027
iqr,mmt,1.39367468,80,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,7305.7
iqr,mmt,1.39367468,80,80,1,1000,1740,2,2660,4096,10000,1000000,1000000,10.88195491,0.1,8058.24303
iqr,mmt,1.39367468,90,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5470.395814
iqr,mmt,1.39367468,90,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205678882,0.1,6261.368571
iqr,mmt,1.39367468,90,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,7017.5
iqr,mmt,1.39367468,90,80,1,1000,1740,2,2660,4096,10000,1000000,1000000,10.88195491,0.1,7655.855789
iqr,mmt,1.39367468,100,20,1,1000,1740,2,2660,4096,10000,1000000,1000000,2.664047942,0.1,5421.406667
iqr,mmt,1.39367468,100,40,1,1000,1740,2,2660,4096,10000,1000000,1000000,5.205678882,0.1,6127.191064
iqr,mmt,1.39367468,100,60,1,1000,1740,2,2660,4096,10000,1000000,1000000,8.214923257,0.1,6793.344444
iqr,mmt,1.39367468,100,80,1,1000,1740,2,2660,4096,10000,1000000,1000000,10.88195491,0.1,7347.046977
iqr,mmt,1.39367468,100,100,1,1000,1740,2,2660,4096,10000,1000000,1000000,13.79672267,0.1,8220.711084
iqr,mmt,1.39367468,20,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,8263.234118
iqr,mmt,1.39367468,30,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,7054.665926
iqr,mmt,1.39367468,40,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,6499.377838
iqr,mmt,1.39367468,40,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,8209.758182
iqr,mmt,1.39367468,50,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,6180.382553
iqr,mmt,1.39367468,50,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,7463.326047
iqr,mmt,1.39367468,60,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5973.315439
iqr,mmt,1.39367468,60,40,1,1000,1740,4,3000,8192,10000,1000000,1000000,5.276844767,0.1,6998.566415
iqr,mmt,1.39367468,60,60,1,1000,1740,4,3000,8192,10000,1000000,1000000,8.028645118,0.1,8191.205306
iqr,mmt,1.39367468,70,20,1,1000,1740,4,3000,8192,10000,1000000,1000000,2.52111081,0.1,5828.059403
